State name,Latitude,Longitude,District code,District name,Population,Households_with_Internet,sex_ratio,literacy_rate
ASSAM,26.377219709794485,93.82583397823468,313,Golaghat,1066888,3073,964.22,67.65
ASSAM,26.08966454598031,93.11536570271832,314,Karbi Anglong,956313,1923,950.99,58.27
ASSAM,24.815570668693017,92.86849650455927,316,Cachar,1736617,5316,959.44,67.61
ASSAM,24.69660712250711,92.3679498575498,317,Karimganj,1228686,1933,963.18,64.73
ASSAM,24.457496089385486,92.59154664804475,318,Hailakandi,659296,1211,951.21,61.79
ASSAM,26.45012521994133,90.6734296187684,319,Bongaigaon,738804,2523,965.86,58.75
ASSAM,26.170939452054807,91.58863273972592,321,Kamrup,1517542,3109,949.41,65.59
ASSAM,26.46323767605632,91.40598521126763,323,Nalbari,771639,1631,948.55,68.91
ASSAM,26.58463215962442,92.04141338028155,325,Darrang,928500,1166,953.61,52.45
WEST BENGAL,26.839619571045585,88.33145067024122,327,Darjiling,1846823,10943,970.45,71.24
WEST BENGAL,26.62642031250004,89.04154375000003,328,Jalpaiguri,3872846,9322,952.96,64.52
WEST BENGAL,26.044619165196977,88.23595232216337,330,Uttar Dinajpur,3007134,2883,938.75,49.54
WEST BENGAL,25.342094363021435,88.69821679819614,331,Dakshin Dinajpur,1676276,2518,955.53,64.65
WEST BENGAL,25.08026802575105,88.17191684549356,332,Maldah,3988845,5357,944.32,52.31
WEST BENGAL,24.25950655391121,88.16816860465121,333,Murshidabad,7103807,7951,958.29,57.09
WEST BENGAL,24.06389342723,87.65153089201888,334,Birbhum,3502404,5210,955.65,61.63
WEST BENGAL,23.444453888888884,87.8150581111111,335,Barddhaman,7717563,32323,945.5,67.99
WEST BENGAL,23.56410971055088,88.58293034547152,336,Nadia,5167600,12787,947.27,67.35
WEST BENGAL,22.87929264705881,88.00010264705891,338,Hugli,5519145,31725,960.86,73.9
WEST BENGAL,23.081280892857155,87.12640053571437,339,Bankura,3596674,4273,956.74,62.08
WEST BENGAL,23.254192328767108,86.3968532876713,340,Puruliya,2930115,3551,957.33,55.46
WEST BENGAL,22.401674174428507,87.99421176968654,341,Haora,4850029,30751,939.38,74.33
WEST BENGAL,22.550581481481483,88.3527648148148,342,Kolkata,4496694,136618,907.99,79.8
JHARKHAND,24.082114689265527,83.68664265536722,346,Garhwa,1322784,565,935.1,49.4
JHARKHAND,24.11619945750453,84.93295804701627,347,Chatra,1042886,590,953.21,48.91
JHARKHAND,24.30578509874329,86.08710915619386,349,Giridih,2445474,1944,943.79,51.26
JHARKHAND,24.33070100755672,86.75697632241814,350,Deoghar,1492073,1944,925.2,53.18
JHARKHAND,24.8189,87.2941735483871,351,Godda,1313551,874,937.6,46.02
JHARKHAND,24.93667989690721,87.68264097938142,352,Sahibganj,1150567,591,952.13,42.0
JHARKHAND,24.57260428082189,87.69691969178076,353,Pakur,900422,328,989.18,39.19
JHARKHAND,23.854509090909097,86.40372924901185,354,Dhanbad,2684487,11568,909.37,64.15
JHARKHAND,23.6814965034965,85.98398374125864,355,Bokaro,2062330,9754,922.37,61.75
JHARKHAND,23.488796043165483,84.6605169064748,356,Lohardaga,461790,351,985.09,56.24
JHARKHAND,24.196925968109337,84.20310842824594,358,Palamu,1939869,2155,927.72,52.82
JHARKHAND,23.72511185840708,84.48298743362837,359,Latehar,726978,340,966.58,48.24
JHARKHAND,24.275006125574265,87.27662450229711,362,Dumka,1321442,1193,976.69,50.88
JHARKHAND,23.97873318077801,86.95325080091534,363,Jamtara,791042,808,954.01,53.89
JHARKHAND,23.184235061391547,85.31781937244203,364,Ranchi,2914253,22538,949.42,65.59
JHARKHAND,23.078532948929148,84.55056787479396,366,Gumla,1025213,831,993.07,54.6
JHARKHAND,22.608760391198054,84.59193691931536,367,Simdega,599578,423,996.54,57.29
ORISSA,21.827058566978184,83.93581682242987,371,Jharsuguda,579505,2498,953.23,70.04
ORISSA,21.515752380952385,84.34958483245157,372,Sambalpur,1041099,5231,975.98,67.59
ORISSA,22.06354819277107,84.50524819277099,374,Sundargarh,2093437,12787,972.81,64.12
ORISSA,21.897621545157754,86.4030408052231,376,Mayurbhanj,2519738,2950,1005.82,54.35
ORISSA,21.48570932311624,87.08085828011933,377,Baleshwar,2320529,7370,956.95,69.86
ORISSA,20.95262735257214,86.81496204516931,378,Bhadrak,1506337,2637,981.34,72.64
ORISSA,20.606319815982264,86.83763247572003,379,Kendrapara,1440361,1628,1006.59,75.62
ORISSA,20.407640646029623,85.7776810228802,381,Cuttack,2624470,15046,940.09,76.64
ORISSA,20.79887159353349,85.53226836027711,383,Dhenkanal,1192811,1810,947.15,69.58
ORISSA,20.192895622119817,85.05614700460825,385,Nayagarh,962789,1163,915.48,71.5
ORISSA,20.054162322274863,85.52234834123229,386,Khordha,2251673,35701,929.23,77.72
ORISSA,19.83509174603177,85.86698989898981,387,Puri,1698730,3416,962.99,76.05
ORISSA,19.2632617564534,84.80297710437702,388,Ganjam,3529031,9049,983.47,62.62
ORISSA,19.121080882352945,84.14015091911759,389,Gajapati,577817,635,1042.61,45.44
ORISSA,20.092878624813142,84.02216352765326,390,Kandhamal,733110,768,1036.73,54.53
ORISSA,20.471309512195116,82.59152536585364,394,Nuapada,610382,757,1021.39,49.05
ORISSA,19.784253092783523,83.1124043814433,395,Kalahandi,1576869,1953,1003.39,50.86
ORISSA,19.292840020060204,83.45860120361095,396,Rayagada,967911,1553,1050.83,42.13
ORISSA,18.82627794779476,82.81278469846964,398,Koraput,1379647,3988,1032.45,41.18
ORISSA,18.25227930367506,81.98293636363628,399,Malkangiri,613192,448,1019.58,39.91
CHHATTISGARH,23.50412776859501,82.12515636363635,400,Koriya,658917,1667,968.46,60.38
CHHATTISGARH,23.32719278728607,83.23582493887531,401,Surguja,2359886,2737,977.9,50.34
CHHATTISGARH,22.77286167664669,83.8703962075848,402,Jashpur,851669,567,1005.12,58.17
CHHATTISGARH,22.008265068493166,83.27797698630134,403,Raigarh,1493984,3342,991.24,63.7
CHHATTISGARH,18.453257637845976,73.0090609418579,403,Raigarh,1493984,3342,991.24,63.7
MAHARASHTRA,22.008265068493166,83.27797698630134,520,Raigarh,2634200,38570,959.47,73.65
MAHARASHTRA,18.453257637845976,73.0090609418579,520,Raigarh,2634200,38570,959.47,73.65
CHHATTISGARH,22.491712499999995,82.57604326923074,404,Korba,1206640,4544,968.69,62.05
CHHATTISGARH,21.194463849287164,81.33181639511197,409,Durg,3343872,16141,987.91,68.88
CHHATTISGARH,20.88603153846152,82.20032759615388,410,Raipur,4063872,20261,984.13,64.71
CHHATTISGARH,21.223727037773354,82.65925427435384,411,Mahasamund,1032754,961,1017.23,61.77
CHHATTISGARH,20.554912627291245,81.7569195519348,412,Dhamtari,799781,1016,1010.02,68.37
CHHATTISGARH,19.393866751269048,81.52895126903546,414,Bastar,1413199,1782,1023.23,46.06
CHHATTISGARH,16.84015316666667,75.95909166666665,417,Bijapur,255230,117,983.71,34.06
KARNATAKA,16.84015316666667,75.95909166666665,557,Bijapur,2177331,4987,959.76,57.33
MADHYA PRADESH,25.78014810996563,77.16911116838484,418,Sheopur,687861,273,901.3,47.69
MADHYA PRADESH,26.37313504531724,77.88447341389724,419,Morena,1965970,1781,840.08,60.01
MADHYA PRADESH,26.35951126187245,78.7618324287653,420,Bhind,1703005,1166,837.43,64.29
MADHYA PRADESH,26.04074441964285,78.12782433035713,421,Gwalior,2032036,15779,863.69,66.79
MADHYA PRADESH,25.90226439560441,78.63916571428574,422,Datia,786754,616,872.52,62.46
MADHYA PRADESH,25.37802451874367,77.74861600810549,423,Shivpuri,1726050,1852,876.56,52.19
MADHYA PRADESH,25.14099852104666,78.89357064846428,424,Tikamgarh,1445166,1090,900.65,51.75
MADHYA PRADESH,24.813637376460004,79.56449299191374,425,Chhatarpur,1762375,1880,882.64,53.51
MADHYA PRADESH,24.451325840092657,80.21133001158752,426,Panna,1016520,653,905.45,54.36
MADHYA PRADESH,23.800318709677374,78.71940357771273,427,Sagar,2378458,4546,893.29,64.99
MADHYA PRADESH,23.76624407960196,79.47049303482588,428,Damoh,1264219,1432,910.06,59.14
MADHYA PRADESH,24.62777621776502,80.75547048710598,429,Satna,2228935,3754,925.65,61.54
MADHYA PRADESH,24.861184625158856,81.57572465057183,430,Rewa,2365106,3406,930.54,60.96
MADHYA PRADESH,23.59601063063061,80.90879477477475,431,Umaria,644758,839,949.83,55.32
MADHYA PRADESH,24.70311893333336,75.06608186666664,432,Neemuch,826067,1945,954.48,61.6
MADHYA PRADESH,24.19278764044944,75.43588667736759,433,Mandsaur,1340411,2324,962.96,62.26
MADHYA PRADESH,23.503562290502792,75.14895782122909,434,Ratlam,1455069,3644,970.99,56.76
MADHYA PRADESH,23.319288862745065,75.80383717647058,435,Ujjain,1986864,7501,955.02,62.46
MADHYA PRADESH,23.566620317220547,76.33555181268885,436,Shajapur,1512681,1382,938.04,59.14
MADHYA PRADESH,22.7851110021322,76.46088805970157,437,Dewas,1563715,3518,941.64,59.18
MADHYA PRADESH,22.572681718963157,75.1105620736698,438,Dhar,2185793,2388,964.36,49.29
MADHYA PRADESH,22.680265752128648,75.9133801324502,439,Indore,3276697,48691,927.89,70.47
MADHYA PRADESH,21.702135714285724,74.91004719710673,441,Barwani,1385881,1158,981.7,39.68
MADHYA PRADESH,23.785499026425583,76.66431223922116,442,Rajgarh,1545814,1611,956.2,52.03
MADHYA PRADESH,23.82838307984792,77.9013507604563,443,Vidisha,1458875,1926,895.71,59.15
MADHYA PRADESH,23.480726143790854,77.39246623093679,444,Bhopal,2371061,40788,918.13,70.04
MADHYA PRADESH,22.9297199679658,77.06780202883085,445,Sehore,1311332,1566,917.87,59.51
MADHYA PRADESH,23.292518206521724,78.16305495923909,446,Raisen,1331597,1141,901.31,61.6
MADHYA PRADESH,21.964626315789477,77.7873428189117,447,Betul,1575362,2109,971.08,59.65
MADHYA PRADESH,22.227659781121783,77.07022571819435,448,Harda,570465,986,934.84,61.8
MADHYA PRADESH,22.595268801996703,78.02168094841929,449,Hoshangabad,1241350,2871,913.52,65.3
MADHYA PRADESH,23.724416229116937,80.33819665871127,450,Katni,1292042,2179,951.69,61.2
MADHYA PRADESH,23.18525572327043,79.98328754716981,451,Jabalpur,2463289,20443,928.55,71.31
MADHYA PRADESH,22.83738437047757,81.04332966714911,453,Dindori,704524,554,1001.98,53.75
MADHYA PRADESH,22.70348712446353,80.38600543633753,454,Mandla,1054905,912,1008.3,57.35
MADHYA PRADESH,22.227966971713823,78.76413136439254,455,Chhindwara,2090922,3588,964.29,61.9
MADHYA PRADESH,22.33230487804874,79.66053863928111,456,Seoni,1379131,1182,981.85,62.66
MADHYA PRADESH,21.80020720640569,80.42170053380796,457,Balaghat,1701698,1712,1020.59,67.44
MADHYA PRADESH,24.49043927178156,77.2235895968791,458,Guna,1241519,2482,911.91,52.68
MADHYA PRADESH,24.63098846153845,77.82974493927134,459,Ashoknagar,845071,619,904.01,55.51
MADHYA PRADESH,23.44859864559819,81.4596831828442,460,Shahdol,1066063,1733,974.11,56.68
MADHYA PRADESH,23.18184220430107,81.86560000000007,461,Anuppur,749237,1290,976.28,58.27
MADHYA PRADESH,24.17547189952905,82.1053783359498,462,Sidhi,1127033,837,956.95,53.31
MADHYA PRADESH,22.419578015397768,74.40921616766468,464,Jhabua,1025048,744,990.3,34.35
MADHYA PRADESH,21.364567254408065,76.24460478589425,467,Burhanpur,757847,986,950.68,53.93
GUJARAT,23.48057203301311,68.82192301497916,468,Kachchh,2092371,9631,907.81,59.85
GUJARAT,24.258538965517253,71.93205252873561,469,Banas Kantha,3120506,3424,937.75,54.64
GUJARAT,23.80634198473284,71.75162977099237,470,Patan,1343734,2231,935.11,62.36
GUJARAT,23.529355452865065,72.45545194085031,471,Mahesana,2035064,7759,926.2,73.84
GUJARAT,23.71803594548552,73.13638790459964,472,Sabar Kantha,2428589,5262,951.88,65.01
GUJARAT,23.193679790026252,72.67221679790026,473,Gandhinagar,1391753,12107,922.67,74.04
GUJARAT,22.605425564971743,72.23898135593227,474,Ahmadabad,7214225,126341,904.47,75.35
GUJARAT,22.82672007299272,71.48358740875906,475,Surendranagar,1756268,2975,930.14,62.27
GUJARAT,22.40603377715488,70.83679439383323,476,Rajkot,3804558,21785,926.9,71.63
GUJARAT,22.410600414263328,69.62062005768233,477,Jamnagar,2160119,11573,938.73,64.65
GUJARAT,21.55092351651571,69.71896987722886,478,Porbandar,585449,1653,950.14,67.24
GUJARAT,20.72568199498111,70.83985639899612,479,Junagadh,2743082,6628,953.27,67.18
GUJARAT,20.929523011609785,70.54733890140345,479,Junagadh,2743082,6628,953.27,67.18
GUJARAT,21.04832649310872,71.43457637825426,480,Amreli,1514190,2538,963.81,65.74
GUJARAT,21.70219390341736,72.16272632761141,481,Bhavnagar,2880365,7297,932.87,65.52
GUJARAT,22.282718206229863,72.57782051557454,482,Anand,2092745,9902,924.85,74.13
GUJARAT,22.88765312500002,73.018803515625,483,Kheda,2299885,5710,939.64,72.19
GUJARAT,22.80435606837605,73.61984598290586,484,Panch Mahals,2390776,3456,948.53,60.27
GUJARAT,22.26133739279589,73.49433010291594,486,Vadodara,4165626,53606,934.14,69.45
GUJARAT,21.70666386292833,73.68403208722742,487,Narmada,590297,576,960.56,62.74
GUJARAT,21.75787276237761,72.67326346710801,488,Bharuch,1551019,10257,925.04,72.1
GUJARAT,20.801633877551023,73.6883518367347,489,The Dangs,228291,137,1005.7,61.75
GUJARAT,20.866973318871995,72.86184869848157,490,Navsari,1329672,6726,960.69,75.35
GUJARAT,20.44238231644259,72.9148584798345,491,Valsad,1705678,11020,922.49,68.63
GUJARAT,21.25761372772093,72.93488716344339,492,Surat,6081322,55694,787.45,75.17
DAMAN AND DIU,20.431616666666677,72.8392366071429,495,Daman,191173,1316,533.57,78.64
MAHARASHTRA,21.523175625248147,74.32638757443429,497,Nandurbar,1648295,2579,978.34,55.0
MAHARASHTRA,21.274018690400517,74.58719071837263,498,Dhule,2050862,6065,945.73,63.09
MAHARASHTRA,20.8828943415638,75.55140421810695,499,Jalgaon,4229917,14297,925.0,68.37
MAHARASHTRA,20.56680611183355,76.39017880364096,500,Buldana,2586258,4767,933.56,72.69
MAHARASHTRA,20.746310479041902,77.12122320359276,501,Akola,1813906,6163,945.55,77.8
MAHARASHTRA,20.282282394366213,77.25502394366208,502,Washim,1197160,1875,929.96,72.67
MAHARASHTRA,21.16520991810736,77.67583503184723,503,Amravati,2888445,9438,950.64,77.96
MAHARASHTRA,20.80743024390242,78.57259105691062,504,Wardha,1300774,4313,946.14,78.37
MAHARASHTRA,21.196556862745105,79.02166176470584,505,Nagpur,4653570,57964,951.2,78.95
MAHARASHTRA,21.211792649727748,80.10950199637024,506,Bhandara,1200334,2932,982.32,74.97
MAHARASHTRA,21.225008411214997,80.17522698598128,507,Gondiya,1322507,2866,999.09,75.93
MAHARASHTRA,20.095609090909075,79.31556380471388,509,Chandrapur,2204307,8239,961.42,71.62
MAHARASHTRA,20.04258346738159,78.05326371760479,510,Yavatmal,2772348,6094,952.41,72.96
MAHARASHTRA,19.209316983017,77.6829048951049,511,Nanded,3361292,7548,942.86,65.14
MAHARASHTRA,19.59525302245251,77.09239412780653,512,Hingoli,1177345,1221,941.87,67.16
MAHARASHTRA,19.31032425249168,76.70163338870431,513,Parbhani,1836086,3982,947.34,63.06
MAHARASHTRA,19.984612534818933,75.98473607242339,514,Jalna,1959046,3791,936.82,61.03
MAHARASHTRA,20.266912871287143,74.03824168316828,516,Nashik,6107187,45039,934.38,71.15
MAHARASHTRA,19.698767747440264,72.79882742564581,517,Thane,11060148,256170,885.76,74.39
MAHARASHTRA,18.51696171428573,74.12922881632647,521,Pune,9429408,235018,914.95,76.06
MAHARASHTRA,18.952353340080982,75.69319706477731,523,Bid,2585049,5614,916.12,66.48
MAHARASHTRA,18.348687268993856,76.75812607802874,524,Latur,2454196,6217,927.67,67.26
MAHARASHTRA,18.19459456066944,75.99495575313809,525,Osmanabad,1657576,3209,923.98,68.64
MAHARASHTRA,17.837357937584812,75.42394823609216,526,Solapur,4317756,15145,938.08,67.41
MAHARASHTRA,17.6737908974359,74.18052064102558,527,Satara,3003741,14093,988.12,74.1
MAHARASHTRA,17.210195070127703,73.25725893866404,528,Ratnagiri,1615069,7752,1121.96,74.26
MAHARASHTRA,16.170948049777163,73.51329008172343,529,Sindhudurg,849651,3517,1035.91,78.39
MAHARASHTRA,16.44881301587301,74.12897150793648,530,Kolhapur,3876001,22269,956.93,72.91
MAHARASHTRA,17.154930181086502,74.70713822937628,531,Sangli,2822143,13212,965.65,72.62
ANDHRA PRADESH,19.284513950073435,78.81321233480176,532,Adilabad,2741239,5512,1001.49,54.11
ANDHRA PRADESH,18.429485849056604,78.07523490566035,533,Nizamabad,2551335,5261,1040.02,54.47
ANDHRA PRADESH,18.515483193277312,79.43765428571413,534,Karimnagar,3776269,8831,1007.8,58.44
ANDHRA PRADESH,17.889304978038055,78.13778901903379,535,Medak,3033288,8635,991.61,53.97
ANDHRA PRADESH,17.38971555555556,78.46668888888888,536,Hyderabad,3943323,149034,953.52,73.34
ANDHRA PRADESH,16.639546224256293,77.98933089244859,538,Mahbubnagar,4053028,6153,976.71,47.88
ANDHRA PRADESH,17.113250515463907,79.16984453608244,539,Nalgonda,3488809,7715,982.53,57.36
ANDHRA PRADESH,18.01752608695651,79.87422028985509,540,Warangal,3512576,12952,996.6,58.79
ANDHRA PRADESH,17.683921325051784,80.67008643892335,541,Khammam,2797370,8628,1011.07,58.28
ANDHRA PRADESH,18.570900998697432,84.25874814010675,542,Srikakulam,2703114,3988,1014.64,55.32
ANDHRA PRADESH,18.28329696032972,83.45982854198873,543,Vizianagaram,2344474,4453,1018.53,52.82
ANDHRA PRADESH,16.782718320784902,82.2432074720511,545,East Godavari,5154296,22411,1005.81,63.8
ANDHRA PRADESH,16.63297943925236,81.45912990654196,546,West Godavari,3936966,12050,1003.63,67.37
ANDHRA PRADESH,16.143872753151673,81.14805061000413,547,Krishna,4517398,30438,992.35,66.63
ANDHRA PRADESH,15.884925767634847,80.58657614107885,548,Guntur,4887813,19383,1002.77,60.57
ANDHRA PRADESH,15.489039001601704,80.11665790176184,549,Prakasam,3397448,6151,981.29,56.05
ANDHRA PRADESH,15.43759715142429,77.90086836581717,552,Kurnool,4053463,10081,987.74,52.48
ANDHRA PRADESH,14.312065561843148,77.4601584478577,553,Anantapur,4081148,8606,976.83,56.63
ANDHRA PRADESH,13.33109263067696,78.92763898886037,554,Chittoor,4174064,13763,996.96,63.92
KARNATAKA,16.16107219152853,74.72329042357275,555,Belgaum,4779661,17560,972.57,63.85
KARNATAKA,16.15860676328503,75.64526070853468,556,Bagalkot,1889752,3745,988.98,58.92
KARNATAKA,17.950361730769224,77.19459961538459,558,Bidar,1703300,3971,956.32,61.21
KARNATAKA,16.050795353982295,76.87368606194688,559,Raichur,1928812,5200,999.78,50.8
KARNATAKA,15.651253271028034,76.1617048598131,560,Koppal,1389920,2135,985.81,58.21
KARNATAKA,15.507128256880746,75.64861302752298,561,Gadag,1064570,3373,981.9,65.77
KARNATAKA,15.343831376975173,75.13831264108359,562,Dharwad,1847023,15013,970.78,70.47
KARNATAKA,14.737582809224318,75.3961230607966,564,Haveri,1597668,2456,950.45,67.94
KARNATAKA,15.074377548209377,76.47228471074374,565,Bellary,2452595,9626,982.77,57.96
KARNATAKA,14.29102220394736,76.57821957236843,566,Chitradurga,1659456,5711,973.56,65.53
KARNATAKA,14.330414586709884,75.91723841166937,567,Davanagere,1945497,7320,972.32,67.26
KARNATAKA,14.063845885634592,75.17882078103197,568,Shimoga,1752753,8791,997.63,72.06
KARNATAKA,13.450404228534568,74.72009990316337,569,Udupi,1177361,9070,1094.46,78.69
KARNATAKA,13.425288289676422,75.67626502311249,570,Chikmagalur,1137961,4510,1008.32,71.91
KARNATAKA,13.592467760074973,77.02297966260545,571,Tumkur,2678980,7971,983.56,67.69
KARNATAKA,12.574901806239744,76.81570098522172,573,Mandya,1805769,3367,995.14,63.67
KARNATAKA,12.945098749999998,76.11049549999997,574,Hassan,1776421,4851,1010.28,68.97
KARNATAKA,12.39684468085106,75.79336595744688,576,Kodagu,554519,3308,1019.31,74.46
KARNATAKA,12.248100259403367,76.52881802853437,577,Mysore,3001127,28397,985.4,65.38
KARNATAKA,17.070459515951594,76.87503850385033,579,Gulbarga,2566326,9752,971.44,55.62
KARNATAKA,13.312799881235172,78.01376947743476,581,Kolar,1536401,5051,978.89,66.14
KARNATAKA,12.936827087794448,77.47369314775169,583,Bangalore Rural,990923,3729,946.15,69.51
GOA,15.548723418714054,73.80667997909038,585,North Goa,818008,23440,963.17,81.06
GOA,15.195278658183785,73.941792596877,586,South Goa,640537,17624,986.39,78.44
KERALA,12.33310309912974,75.07768497134369,588,Kasaragod,1307375,10378,1079.78,79.36
KERALA,11.941523076923056,75.35209891725934,589,Kannur,2523003,32653,1135.52,84.76
KERALA,11.715277464788736,76.07587007042254,590,Wayanad,817420,4712,1034.98,78.98
KERALA,11.392924270557026,75.71158720159153,591,Kozhikode,3086293,36791,1098.17,84.74
KERALA,10.97329875666072,75.93910775606876,592,Malappuram,4112920,27909,1098.08,80.51
KERALA,10.784926903553291,76.49980490693744,593,Palakkad,2809934,27162,1066.92,79.7
KERALA,10.458932647907687,76.12321940836945,594,Thrissur,3121200,56148,1107.83,85.82
KERALA,10.004879301987431,76.26957729035381,595,Ernakulam,3282388,88737,1026.72,87.0
KERALA,9.80480963855423,77.04586641566264,596,Idukki,1108974,8250,1006.07,83.23
KERALA,9.643701174068417,76.46059673302705,597,Kottayam,1974551,37849,1039.22,88.62
KERALA,9.542602965599087,76.38010796263319,598,Alappuzha,2127789,28842,1100.19,87.08
KERALA,8.929388820570157,76.6360775852431,600,Kollam,2635375,31542,1113.43,85.01
KERALA,8.537101759082221,76.88711502868073,601,Thiruvananthapuram,3301427,71621,1087.29,84.37
TAMIL NADU,13.275858101752885,80.19724702864492,602,Thiruvallur,3728104,75634,987.2,74.88
TAMIL NADU,13.058098905608748,80.28139151846806,603,Chennai,4646732,217368,989.32,81.27
TAMIL NADU,12.496424756511884,80.08820360135913,604,Kancheepuram,3998252,100322,986.26,75.37
TAMIL NADU,12.784882632293078,79.02643283582084,605,Vellore,3936331,20623,1006.6,70.47
TAMIL NADU,12.419318947368414,79.23265631578953,606,Tiruvannamalai,2464875,6445,994.41,66.0
TAMIL NADU,11.629324202127655,78.2478257978723,608,Salem,3482056,20660,954.49,65.64
TAMIL NADU,11.33766638477801,78.14624841437633,609,Namakkal,1726601,8960,986.24,68.12
TAMIL NADU,11.267012155963302,77.42034334862392,610,Erode,2251744,18604,992.93,66.29
TAMIL NADU,10.377801390820574,77.78011279554937,612,Dindigul,2159775,9155,998.06,68.61
TAMIL NADU,10.79532776617955,78.08749686847604,613,Karur,1064493,4915,1015.38,68.3
TAMIL NADU,11.260137758112096,78.86034011799416,615,Perambalur,565223,1507,1003.22,66.49
TAMIL NADU,11.190514836795256,79.22249643916912,616,Ariyalur,754894,1749,1014.65,63.67
TAMIL NADU,11.57587300613498,79.63002365371497,617,Cuddalore,2605914,15396,986.67,69.66
TAMIL NADU,10.789468161718286,79.79437299431483,618,Nagapattinam,1616450,5585,1025.3,75.04
TAMIL NADU,10.368927409395978,79.60322893959727,619,Thiruvarur,1264277,4416,1017.38,74.86
TAMIL NADU,10.387692255892237,79.3194869107745,620,Thanjavur,2405890,13495,1034.72,74.44
TAMIL NADU,10.130514816433578,79.05444484265728,621,Pudukkottai,1618345,4494,1014.9,68.62
TAMIL NADU,9.960306580645158,78.56535729032255,622,Sivaganga,1339101,5773,1002.63,71.67
TAMIL NADU,9.904313833333331,78.01366033333332,623,Madurai,3038252,34097,990.37,74.83
TAMIL NADU,9.924066666666668,77.43458833333332,624,Theni,1245899,4667,991.26,69.84
TAMIL NADU,9.468872195892564,77.87641469194315,625,Virudhunagar,1942288,10219,1007.1,72.02
TAMIL NADU,9.31286995153476,78.99185362412462,626,Ramanathapuram,1353445,5172,982.61,72.33
TAMIL NADU,8.183466300191206,77.32053064053538,629,Kanniyakumari,1870374,15673,1019.09,82.8
TAMIL NADU,12.300141200000006,78.11509813333339,630,Dharmapuri,1506843,3651,946.06,60.9
TAMIL NADU,10.871376995940452,77.07619012178621,632,Coimbatore,3458045,63273,999.68,76.23
PONDICHERRY,16.707695652173904,82.26187304347832,634,Yanam,55626,207,1037.51,70.6
PONDICHERRY,12.006420793787758,75.28275021570326,636,Mahe,41816,574,1184.4,87.22
PONDICHERRY,10.876161726078813,79.82369793621002,637,Karaikal,200222,1868,1047.07,77.37
